record_key,source_database,year,title,authors,journal_or_venue,doi,record_type,screening_basis,is_relevant,evidence_class,empirical_method,outcome_group,database_method,corrected_by_audit,corrected_by_spot_check
SWRD:64782,SWRD,2020,A Social-Ecological Perspective of Spiritual Resilience and Suicidality among African-American Men,"Reed, Darius D.; Adams, Raymond",Social Work in Public Health,10.1080/19371918.2020.1824845,Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:86376,SWRD,2020,An exploration of the relationship between interpersonal needs and nonsuicidal self-injury in adolescents,Reyneke A.,Southern African Journal of Social Work and Social Development,10.25159/2708-9355/7640,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:66771,SWRD,2020,Changes in Practice following a Continuing Education Training on Suicide Assessment and Intervention: Training Participants' Perspectives,"Mirick, Rebecca G.; Berkowitz, Lawrence; Bridger, Joanna; Mccauley, James",Journal of Teaching in Social Work,10.1080/08841233.2019.1685624,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Quantitative,False,False
SWRD:65996,SWRD,2020,Concerns about Suicide among Asian Americans: The Need for Outreach?,"Leung, Carol A.",Social Work,10.1093/sw/swaa006,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66605,SWRD,2020,Correlates of mental health service utilization among depressed individuals with suicidality,"Alonzo, Dana; Colon, Marta",Social Work in Mental Health,10.1080/15332985.2019.1700583,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:94483,SWRD,2020,Differences in Prevalence Rates of Hopelessness and Suicidal Ideation Among Adolescents by Gang Membership and Latinx Identity,"Whaling, Kelly M.; Sharkey, Jill",Child & Adolescent Social Work Journal,10.1007/s10560-019-00644-5,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66222,SWRD,2020,Eating Disorders in 'Millennials': Risk Factors and Treatment Strategies in the Digital Age,"Lenza, Cassandra",Clinical Social Work Journal,10.1007/s10615-019-00733-z,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:64749,SWRD,2020,"Ecology, psychoanalysis, global warming and cats: fragmentation and interconnection","Harvey, Anna",Journal of Social Work Practice,10.1080/02650533.2020.1839874,Article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:67667,SWRD,2020,"Enhancing Social Work Education in Mental Health, Addictions, and Suicide Risk Assessment: A Teaching Note","Kourgiantakis, Toula; Sewell, Karen M.; Lee, Eunjung; Adamson, Keith; McCormick, Megan; Kuehl, Dale; Bogo, Marion",Journal of Social Work Education,10.1080/10437797.2019.1656590,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:66517,SWRD,2020,Evidence Mapping: Interventions for American Indian and Alaska Native Youth Mental Health,"BlackDeer, Autumn Asher; Wolf, David A. Patterson Silver",Journal of Evidence-Based Social Work,10.1080/26408066.2019.1624237,journal-article,title_and_abstract,True,Empirical,Review,Review,Review,False,False
SWRD:65776,SWRD,2020,"High prevalence of school truancy in a national sample of in-school adolescents in Kuwait: Internalizing, externalizing and social risk factors","Pengpid, Supa; Peltzer, Karl",Journal of Human Behavior in the Social Environment,10.1080/10911359.2020.1736229,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:64393,SWRD,2020,"Law Enforcement Officers' Knowledge, Attitudes, Self-Efficacy, and Use of Suicide Intervention Behaviors","Osteen, Philip J.; Oehme, Karen; Woods, MaKenna; Forsman, R. Lane; Morris, Robert C.; Frey, Jodi",Journal of the Society for Social Work and Research,10.1086/712495,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:65841,SWRD,2020,"Oncologists, oncology nurses and oncology social workers experiences with suicide: impact on patient care","Granek, Leeat; Nakash, Ora; Shapira, Shahar; Ariad, Samuel; Ben-David, Merav A.",Journal of Psychosocial Oncology,10.1080/07347332.2020.1755763,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Quantitative,False,False
SWRD:68200,SWRD,2020,Parental Suicidal Ideation and Child Depressive Symptoms: The Roles of Optimism and Gratitude,"Kwok, Sylvia Y. C. L.; Gu, Minmin",Journal of Social Service Research,10.1080/01488376.2019.1612819,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:65039,SWRD,2020,Prevalence of Suicidal Ideation in Multiple Sclerosis Patients: Meta-Analysis of International Studies,"Kouchaki, Ebrahim; Namdari, Mahshid; Khajeali, Nasrin; Etesam, Farnaz; Asgarian, Fatemeh Sadat",Social Work in Public Health,10.1080/19371918.2020.1810839,Article,title_and_abstract,True,Empirical,Review,Review,Review,False,False
SWRD:110665,SWRD,2020,"Relational Aggression-Beyond Bullying: What Every Educator, Parent, and Social Worker Needs to Know","Singletary, Gilbert; Singletary, Gilbert; Devault, Annie; Johnson, Latoshia; Johnson, Latoshia; Larson, Grant",School Social Work Journal,,Journal Article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:65407,SWRD,2020,Relationship between interpersonal violence victimization and suicide risk in Indian college students: Does prior exposure to interpersonal violence also matter?,"Chang, Edward C.; Kamble, Shanmukh, V; Li, Mingqi; Zhou, Zihao; Yang, Jeff Z.; Duan, Tianbi; Batterbee, Casey N-H; Chang, Olivia D.",International Social Work,10.1177/0020872818796144,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:120244,SWRD,2020,Review of <em>Elder Suicide: Durkheim’s Vision</em> by Stephen M. Marson,"Liechty, Daniel; Liechty, Daniel",The Journal of Sociology & Social Welfare,oai:scholarworks.wmich.edu:jssw-4419,fetch_failed,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:65436,SWRD,2020,Roads less taken: Pathways to care before near-lethal suicide attempts,"Law, Yik Wa",International Social Work,10.1177/0020872818796135,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:88998,SWRD,2020,School Crisis Management Planning,"Elbedour, Salman; Alsubie, Futiem; Al'Uqdah, Shareefah N.; Bawalsah, Joseph A.",Children & Schools,10.1093/cs/cdaa021,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:110361,SWRD,2020,"SO RARE, WHO CARES? A STUDY ON STRESS AND DIFFICULTIES ENCOUNTERED BY THE PARENTS OF CHILDREN WITH A RARE DISEASE IN HONG KONG","JOHNSON CHEUK KIU LEE; Moore, Brooke",Hong Kong Journal of Social Work,10.1142/S0219246220000042,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Qualitative,False,False
SWRD:65391,SWRD,2020,Social Media and Suicide: A Validation of Terms to Help Identify Suicide-related Social Media Posts,"Parrott, Scott; Britt, Brian C.; Hayes, Jameson L.; Albright, David L.",Journal of Evidence-Based Social Work,10.1080/26408066.2020.1788478,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66772,SWRD,2020,"Social Work Instructors' Attitudes, Beliefs, and Practices about Teaching Suicide Content","Mirick, Rebecca G.",Journal of Teaching in Social Work,10.1080/08841233.2020.1813235,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66450,SWRD,2020,"Suicidal behaviour in transition-aged youth with out-of-home care experience: Reviewing risk, assessment, and intervention","Katz, Colleen C.; Busby, Danielle; McCabe, Chelsey",Child & Family Social Work,10.1111/cfs.12733,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:63861,SWRD,2020,"Suicidal Ideation among Youths at Risk of School Dropout: Impact of Student Demographics, Stressors, and Academic Self-Concept","Szlyk, Hannah S.",Health & Social Work,10.1093/hsw/hlaa028,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66014,SWRD,2020,"Suicide Prevention: Clinic, Community, Classroom","Scheyett, Anna",Social Work,10.1093/sw/swaa003,journal-article,title_only,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:66722,SWRD,2020,The effect of social capital on non-suicidal self-injury and suicidal behaviors among college students in Greece during the current economic crisis,"Koutra, Kleio; Roy, Ann W.; Kokaliari, Efrosini D.",International Social Work,10.1177/0020872818776726,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66859,SWRD,2020,The effects of combat zones on mental health among civilian contractors,"Trupiano, Vanessa; Praetorius, Regina T.",Social Work in Mental Health,10.1080/15332985.2019.1702137,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Qualitative,False,False
SWRD:65588,SWRD,2020,The mechanism of family adaptability and cohesion in suicidal ideation among Chinese cancer patients,"Zhou, Yi; Hu, Deying; Zhang, Keke; Mao, Jing; Teng, Fen; Yu, Ting; Xu, Ke; Tan, Rong; Ding, Xiaoping; Liu, Yilan",Journal of Psychosocial Oncology,10.1080/07347332.2020.1757799,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66181,SWRD,2020,The Role of Social Isolation in the Relationships Between Psychosis and Suicidal Ideation,"Bornheimer, Lindsay A.; Li, Juliann; Im, Vitalis; Taylor, Madeline; Himle, Joseph A.",Clinical Social Work Journal,10.1007/s10615-019-00735-x,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:64582,SWRD,2020,"Trans Men's Access to Knowledgeable Providers and Their Experiences in Health Care Settings: Differences by Demographics, Mental Health, and Degree of Being ""Out"" to Providers","Seelman, Kristie L.; Kattari, Shanna K.; Harvey, Penny; Bakko, Matthew",Health & Social Work,10.1093/hsw/hlaa030,Article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:65999,SWRD,2020,"Trauma and Suicide Risk in College Students: Does Lack of Agency, Lack of Pathways, or Both Add to Further Risk?","Lucas, Abigael G.; Chang, Edward C.; Li, Mingqi; Chang, Olivia D.; Yu, Elizabeth A.; Hirsch, Jameson K.",Social Work,10.1093/sw/swaa007,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66416,SWRD,2020,Veteran Suicide Risk Factors: A National Sample of Nonveteran and Veteran Men Who Died by Suicide,"Wood, David S.; Wood, Bethany M.; Watson, Aislinn; Sheffield, Devan; Hauter, Helena",Health & Social Work,10.1093/hsw/hlz037,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:66806,SWRD,2020,Wearing a happy mask: mother's expressions of suicidality with postpartum depression,"Praetorius, Regina; Maxwell, December; Alam, Komal",Social Work in Mental Health,10.1080/15332985.2020.1769003,journal-article,title_and_abstract,True,Empirical,Review,Review,Review,False,False
SWRD:100417,SWRD,2020,When Hope Grows Weary: Treating Hopelessness in Older Adults,Spencer-Laitt; Cross; Daniella; J. C.; Weiss; Amanda,Columbia Social Work Review,10.7916/cswr.v18i1.5929,fetch_failed,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SSWR:2021-U-0605,SSWR,2021,"""I'm Not Going through This Alone"": Using School-Based Intergroup Dialogue to Promote Youth Wellbeing and Positive Racial Climate",Annahita Ball; Candra Skrzypek,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2021-O-0023,SSWR,2021,"""Life Ain't No Crystal Stair"": Acknowledging the Behavioral Health Risks That Black Women Experience within a National Context",D. Crystal Coles; Nathan H. Perkins; Jason Michael Sawyer,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0324,SSWR,2021,"""Oh We Don't Talk about That"": Reports from Frontline Social Workers about Assessing and Intervening to Prevent Gun Violence",Patricia Logan-Greene; Mickey S. Sperlich; Adair Finucane,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2021-P-0737,SSWR,2021,3M: Exploring the Influence of Music and Media on African American Mental Health,Josalin Hunter-Jones; Addie China; Megan Bolden; Makala Spicer,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2021-P-0113,SSWR,2021,A Monitoring-Systems Approach to School Violence Prevention and Substance Use Reduction in Middle and High Schools,"Ron Avi Astor; Rami Benbenishty, PhD; Kate Watson",SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-U-0230,SSWR,2021,A Random Effect Model Predicting Nonsuicidal Self-Injury from Alcohol and Cannabis Use Among Adolescents Prior to Inpatient Psychiatric Hospitalization,Christina M. Sellers; Antonia Diaz-Valdes Iriarte; Michelle Oliver; Kevin Simon; Kimberly H. McManama O'Brien,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-P-0436,SSWR,2021,A Structural Equation Model of Risk Behaviors and the Length of Behavioral Health Services Among Youth with Mental Health Disorders,Saahoon Hong; Betty A. Walton; Hea-Won Kim; Greg Rhee,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-P-0284,SSWR,2021,"Adolescent Suicidality in Bangladesh: A Need for Policy, Infrastructure, and Social Change",Andrew Irish; Nadine Shaanta Murshid,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0438,SSWR,2021,An Affirmative Coping Skills Intervention to Improve Mental Health of Sexual and Gender Minority Youth (AFFIRM): Interim Results of a Stepped Wedge Trial,Craig Shelley; Andrew Eaton; Vivian W. Y. Leung; Gio Iacono; Frank Dillon; Nelson Pang; Rachael Pascoe; Ashley Austin,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-U-0530,SSWR,2021,Applying Minority Stress Theory to the Study of Mental Health Disparities Among Sexual and Gender Minority Youth in Foster Care: A Systematic Review of the Evidence,Dana Prince; Meagan Ray-Novak; Emily Peterson; Braveheart Gillani,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Review,Review,review,False,False
SSWR:2021-U-0520,SSWR,2021,Associated Factors with the Trajectory of Local Elderly Suicide Rate,Changsook Lee; Sang Kyoung Kahng,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0347,SSWR,2021,"Association of Vision Impairment with Suicide Ideations, Plans, and Attempts Among Adults in the United Staates",Othelia Lee; Jung Hyun Park,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0567,SSWR,2021,"Associations between Intimate Partner and Family Violence, Mental Health Status and Suicidal Ideation Among Syrian Refugee Women in Jordan",Trena Mukherjee; El-Bassel Nabila; Neeraj Kaushal; Melissa Meinhart; Mohamad Adam Brooks; Jennifer Hartmann; Ajita Singh; Maysa' Khadra; Anindita Dasgupta,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0441,SSWR,2021,Associations between Multiple Types of IPV and Adverse Mental Health Outcomes Among IPV Survivors,Tina Jiwatram-Negron; Shih-Ying Cheng; Megan Lindsay Brown; Andrea Kappas; Karin E. Wachter; Jill T. Messing,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-P-0290,SSWR,2021,Associations between Policy on Minority Stress: Early Findings from the Adolescent Stress Experiences over Time Study (ASETS),Rory P. O'Brien; Harmony Rhoades; Joshua A. Rusow; Sheree M. Schrager; Jeremy Goldbach,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-O-0009,SSWR,2021,Behavioral Health at Tribal Colleges and Universities: A Scoping Review,Autumn Asher BlackDeer; David A. Patterson Silver Wolf (Adelv unegv Waya); Sara Beeler-Stinn; Jen Van Schuyver,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2021-U-0751,SSWR,2021,Building Resilience through School-Based Mindfulness Intervention with Chinese Migrant Children: Feasibility and Acceptability,Shuang Lu; Siu Man Ng,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-U-0245,SSWR,2021,Challenges of Refugee Family Dynamics: Perspectives of Health Care Workers from a Refugee Camp,Miriam Kuttikat; Jennifer Murphy,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2021-P-0294,SSWR,2021,Comparison of the Effectiveness of Religious Cognitive Behavioral Therapy,Nia Nicks,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2021-U-0079,SSWR,2021,Correlates of Illicit Drug Use across 7 Cities Among Youth Experiencing Homelessness,Stephanie Chassman; Anamika Barman-Adhikari; Hsun-Ta Hsu; Robin Petering; Diane Santa Maria; Sarah C. Narendorf; Jama Shelton; Kimberly A. Bender; Kristin M. Ferguson,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-P-0735,SSWR,2021,Culturally Relevant Prevention Interventions for Native Hawaiians:  A Systematic Review of the Literature,Kathryn McLean; Janice Hata; Emily Hata; Sarah Momilani Marshall; Scott K. Okamoto,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2021-U-0519,SSWR,2021,Decolonization Rising: Diasporic Filipinos Turn Towards Healing,Joanna La Torre,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2021-P-0344,SSWR,2021,Developing a Measure of Implicit Internalized Stigma Among Queer People,William J. Hall; Hayden Dawes; Jason Hannay; B. Keith Payne; Din Chen; Mimi Chapman,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-U-0543,SSWR,2021,Development and External Validation of a Risk Calculator to Predict 'poor Mental Health' Outcomes Among Youths Affected By HIV in Uganda,Rachel Brathwaite; Fred M. Ssewamala; Torsten B. Neilands; Proscovia Nabunya; William Byansi; Damulira Christopher,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-U-0302,SSWR,2021,Development of Britepath: A Suite of Digital Tools for Suicide Prevention within Pediatric Primary Care Settings,Candice Biernesser; Brandie George-Milford; Megan Hamm; David Brent; Stephanie Stepp; Carrie Fascetti; Stacey Engster,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2021-U-0656,SSWR,2021,Dynamic Impact of Parental Closeness on Suicidal Trajectories: The Moderating Role of Future Orientation,Yunyu Xiao; Michael A. Lindsey,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0748,SSWR,2021,Effects of Widowhood on Older Adult Suicidal Ideation and Life Satisfaction in South Korea: An Analysis from 2017 National Survey of Older Adults,Subin Park; Seoyoon Jane Lee; Jae Sung Choi,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0203,SSWR,2021,Emergency Department Visits By Homeless and Housed Young Adults in the United States,Eunji Nam; Ashley N. Palmer; Mansi Patel,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-U-0315,SSWR,2021,"Examination of the Associations Among Depression, Academic-Self-Concept, and Racial Stress in African American Middle Scholars. Implications for School Social Work",Eric Kyere; Saahoon Hong,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-P-0646,SSWR,2021,Examining Network Factors Among Treatment Court Participants,Kelli Canada; Hsun-Ta Hsu; Brad Ray,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-U-0662,SSWR,2021,Examining the Health and Mental Health Disparities between Sexual Minority Youth and Heterosexual Youth in the United States,Savarra Tadeo; Phillip Baiden,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0400,SSWR,2021,"Experiences of Lesbian, Gay, Bisexual, Transgender, and Queer, People of Color  in Mental Health Services and Substances Abuse Services:  A Systematic Review",Hayden Dawes; L.B. Klein; Alexandria Forte; Terence Johnson; Daniel Gibbs; William J. Hall,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2021-U-0593,SSWR,2021,Exploring Risk and Protective Factors of Suicide - Related Behavior Among Black Youth Discharged from Inpatient Psychiatric Facilities,Michelle Vance; Eunji Nam; Kimberley Gryglewicz,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0639,SSWR,2021,Family Interventions Among Latinx Families: A Systematic Review,"Rocio Calvo; Laura Yao; María Piñeros-Leaño, PhD",SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2021-U-0666,SSWR,2021,Gatekeeper Trainings in American Indian Communities: Increasing Knowledge and Feelings of Preparedness to Address Youth Suicide,Amelia C. Mueller-Williams; Rachel L. Burrage; Jennifer Hopson; Celina Doria; Sandra L. Momper,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-P-0157,SSWR,2021,Health Service Use Among Older Gay Men Living with HIV: A Qualitative Exploration,Daniel Green,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2021-U-0537,SSWR,2021,Healthcare Access Among Youth Experiencing Homelessness: A Mixed Methods Community Assessment,Sarah C. Narendorf; Sandra Jeter; Diane Santa Maria,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2021-P-0670,SSWR,2021,Homelessness in Public Spaces: An Assessment at a Large Public Library in San Diego,Lianne Urada; Melanie Nicholls,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2021-U-0511,SSWR,2021,"Homonegative Abuse Still Exists: Intimidation, Verbal Insults and Physical Assaults Against Gay Men",Patrick Weber; Daniel Gredig; Axel J. Schmidt; Andreas Lehner; Sibylle Nideröst,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-U-0155,SSWR,2021,Identifying and Responding to Child Traumatic Stress in Primary Care,Kara Byrne; Lindsay Dianne Shepard; Kristine Campbell,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0151,SSWR,2021,Influence of Cumulative Adverse Childhood Experiences on Reunification for Children in Foster Care,Kiley W. Liming; Jody Brook; Becci A. Akin,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-P-0014,SSWR,2021,Informal Use of Information and Communication Technology in Social Work in Four Countries,Faye Mishna; Jane Sanders; Betsy Milne,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-P-0037,SSWR,2021,Intimate Partner Violence and Mental Health: Sex-Disaggregated Associations Among Adolescents and Young Adults in Uganda,Flora Cohen; Ilana Seff; Fred M. Ssewamala; Timothy Opobo; Lindsay Stark,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0034,SSWR,2021,Learning to Endure: A Qualitative Examination of the Protective Factors of Homeless Gender Minority Youth and Emerging Adults Engaged in Survival Sex,Brett Greenfield; Edward J. Alessi; Dean Manning; Caroline Dato; Meredith Dank,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2021-P-0195,SSWR,2021,"Longitudinal Trends in Suicide Among Lesbian, Gay and Bisexual Hispanic Individuals",Luis Alvarez-Hernandez; Orion P. Mowbray,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0753,SSWR,2021,Mental Health in the Age of Pandemic: A Content Analysis of Mutual Aid As a Protective Factor,Lielah Leighton,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2021-U-0640,SSWR,2021,Methodologies for Representing Mental Distress in Diverse Youth Populations,Lauren E. Gulbas; Tatiana Londono; Luis H. Zayas,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2021-P-0705,SSWR,2021,Mortality By Suicide Compared to Other Manners of  Violent Deaths Among Recently Released Persons,Oluwayomi Paseda,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0007,SSWR,2021,Opioid Use Disorders Among People with Severe Mental Illness,Jonathan D. Prince,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-P-0659,SSWR,2021,Overcoming Obstacles: The Role of Suicide Stigma in US Veteran Help-Seeking,Carrie Judd; David S. Wood,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-P-0138,SSWR,2021,Pathways from Bullying Victimization to Suicidal Thoughts Among Urban African American Adolescents in Chicago’s Southside,Jeoung Min Lee; Jun Sung Hong; Stella M. Resko; Antonio Gonzalez-Prendes; Dexter R. Voisin,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-P-0435,SSWR,2021,Patterns of Child and Adolescent Needs and Strengths Among Youth at Risk for Suicide Attempt,Saahoon Hong; Betty A. Walton; Greg Rhee; Hea-Won Kim,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-U-0383,SSWR,2021,Peer Victimization Trajectories of Taiwanese Children: Adverse Childhood Experience and Psychosocial Maladjustment,Hsi-Sheng Wei; April Chiung-Tao Shen; Hsiao-Lin Hwa; Jui-Ying Feng; Yi-Ping Hsieh; Ching-Yu Huang,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2021-P-0308,SSWR,2021,Predictors and Prevalence of Lifetime Engagement in Sexual Intercourse Among Bangladeshi Adolescents,Andrew Irish; Nadine Shaanta Murshid,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2021-P-0549,SSWR,2021,Preventing Intimate Partner Violence Survivors' Suicidal Behaviors: A Scoping Review,Jeongsuk Kim; Eun-Hye Grace Yi; Rebecca J. Macy,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Review,Review,review,False,False
SSWR:2021-P-0271,SSWR,2021,Psychiatric Sequelae for Community Providers One Year after a Mass Shooting,Hyung Jik Daniel Lee; Rafael J. Engel; Daniel Rosen,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
