author_id,name_as_published,full_name,family,given_full,evidence_dois,n_papers_linked,n_papers_checked,n_papers_agreeing
260,"COSTIN, LB","Costin, Lela B.",Costin,Lela B.,10.1086/603834|10.1086/603909|10.1086/604089|10.1086/641623|10.1086/642412|10.1086/642674|10.1086/643069|10.1086/643383|10.1086/644074|10.1093/sw/20.2.135|10.1093/sw/20.5.412|10.1093/sw/28.2.108|10.1093/sw/32.3.261-a|10.1093/sw/7.1.81|10.1177/104438946905000801|10.1177/104438947205300604,20,16,16
261,"COURTNEY, M","Courtney, Mark",Courtney,Mark,10.1086/603910|10.1093/swr/18.3.139,2,2,2
265,"DUNKEL, J","Dunkel, Joan",Dunkel,Joan,10.1093/sw/29.1.95-b,5,1,1
267,"FIGUEIRAMCDONOUGH, J","Figueira-McDonough, Josefina",Figueira-McDonough,Josefina,10.1080/10437797.1994.10672230|10.1086/603921|10.1086/604096|10.1086/643651|10.1086/643793|10.1300/j147v04n01_06,10,6,6
268,"FORTGANG, S","Fortgang, Susan",Fortgang,Susan,10.1080/00377319209516713,3,1,1
270,"GABRIEL, MA","Gabriel, Martha A.",Gabriel,Martha A.,10.1007/bf00754447|10.1007/bf00754724|10.1007/bf00756507|10.1007/bf02190472,4,4,4
271,"GAINES, J","Gaines, Judith",Gaines,Judith,10.1007/bf00756506,1,1,1
273,"GRONBJERG, KA","Gronbjerg, Kirsten A.",Gronbjerg,Kirsten A.,10.1086/603749|10.1086/603760|10.1086/603919|10.1086/604071,7,4,4
276,"HUCKINS, BA","Huckins, Beverly A.",Huckins,Beverly A.,10.1080/00377319209516711,1,1,1
277,"KAMERMAN, SB","Kamerman, Sheila B.",Kamerman,Sheila B.,10.1086/425030|10.1086/505660|10.1086/603918|10.1086/604054|10.1086/643152|10.1086/643275|10.1086/644118|10.1086/644405|10.1093/sw/21.3.181|10.1093/sw/24.6.506|10.1093/sw/27.6.539-a|10.1093/sw/28.5.413-a|10.1093/sw/31.3.227|10.1093/sw/32.4.277|10.1177/104438949007100309,19,15,15
278,"KEIGHER, SM","Keigher, Sharon M.",Keigher,Sharon M.,10.1086/603913|10.1086/644201|10.1093/hsw/19.1.71|10.1093/hsw/19.2.143|10.1093/hsw/19.3.223|10.1093/hsw/19.4.298|10.1093/hsw/20.1.70|10.1093/hsw/20.2.146|10.1093/hsw/20.2.156|10.1093/hsw/20.3.229|10.1093/hsw/20.4.300|10.1093/hsw/21.1.76|10.1093/hsw/21.2.151|10.1093/hsw/21.4.304,34,14,14
280,"KLEMPNER, LG","Klempner, Linda G.",Klempner,Linda G.,10.1007/bf00756508,1,1,1
282,"LEVIN, AM","Levin, Arnold M.",Levin,Arnold M.,10.1080/10437797.1991.10672195|10.1086/642938,5,2,2
283,"LEVY, PA","Levy, Paul A.",Levy,Paul A.,10.1086/603911,2,1,1
286,"MARZIALI, E","Marziali, Elsa",Marziali,Elsa,10.1023/a:1022822823821|10.1080/00377319209516710,2,2,2
287,"MCMILLEN, JC","McMillen, J. Curtis",McMillen,J. Curtis,10.1007/bf00756509|10.1086/604196|10.1606/1044-3894.816,6,3,3
288,"MIEHLS, D","Miehls, Dennis",Miehls,Dennis,10.1023/a:1010455611776|10.1023/a:1010472115411|10.1023/a:1022854606113|10.1023/a:1022884313963|10.1023/a:1024044503692|10.1080/00377310309517708|10.1080/00377310409517711|10.1080/00377310409517725|10.1080/00377310409517726|10.1080/00377319009516675|10.1080/00377319309517399|10.1080/00377319609517476|10.1080/00377319909517558,21,13,13
290,"MORRISON, J","Morrison, Janet",Morrison,Janet,10.1080/00377319209516715,3,1,1
292,"ODONNELL, SM","O'Donnell, Sandra M.",O'Donnell,Sandra M.,10.1086/603920,1,1,1
295,"SMITH, P","Smith, Pam",Smith,Pam,10.1080/02650530500144881,2,1,1
297,"STEWART, J","Stewart, John",Stewart,John,10.1300/j077v15n02_03,3,1,1
298,"SURI, KB","Suri, Kul Bhushan",Suri,Kul Bhushan,10.1086/603917|10.1177/002087289503800405,2,2,2
301,"WULCZYN, FH","Wulczyn, Fred H.",Wulczyn,Fred H.,10.1086/603914,1,1,1
303,"ATHERTON, CR","Atherton, Charles R.",Atherton,Charles R.,10.1080/10437797.1987.10801458|10.1080/10437797.1990.10672137|10.1080/10437797.1991.10672202|10.1080/10437797.1996.10672281|10.1080/10437797.1997.10778859|10.1086/642441|10.1177/00208728020450040201|10.1177/002087289603900311|10.1177/002087289704000413|10.1177/104438947105200301|10.1177/104438947105200406|10.1177/104438949307401004|10.1300/j147v20n01_02|10.1606/1044-3894.1216,29,14,14
306,"DANA, B","Dana, Bess",Dana,Bess,10.1086/640642|10.1093/sw/18.6.118|10.1093/sw/31.4.317|10.1177/104438946004100106,8,4,4
307,"DIETZ, CA","Dietz, Christine A.",Dietz,Christine A.,10.1080/10437797.2000.10779025|10.1177/08861090022094001|10.1177/104438948006101002,4,3,3
308,"DOWNES, TT","Downes, Terrence T.",Downes,Terrence T.,10.1093/sw/30.4.382-a,2,1,1
310,"GERHART, UC","Gerhart, Ursula C.",Gerhart,Ursula C.,10.1093/sw/28.6.454|10.1177/104438948506600705|10.1177/104438948907000509|10.1177/104438949107201010,6,4,4
311,"GLEESON, JP","Gleeson, James P.",Gleeson,James P.,10.1080/10437797.1990.10672161|10.1080/10437797.1995.10672256|10.1086/604057|10.1086/604186|10.1300/j147v17n03_02,6,5,5
314,"HARRISON, WD","Harrison, W. David",Harrison,W. David,10.1080/10437797.1990.10672137|10.1086/643875|10.1086/644458|10.1177/104438948806900509|10.1606/1044-3894.1015,13,5,5
315,"HEALY, LM","Healy, Lynne M.",Healy,Lynne M.,10.1080/10437797.1988.10671256|10.1080/10437797.1997.10778879|10.1093/sw/31.5.405-a|10.1300/j147v14n02_06|10.1300/j147v28n01_05,9,5,5
316,"JANZEN, C","Janzen, Curtis",Janzen,Curtis,10.1086/643932|10.1086/644197|10.1093/sw/32.1.89-a,6,3,3
320,"KURLAND, R","Kurland, Roselle",Kurland,Roselle,10.1300/j009v16n01_12,5,1,1
321,"SALMON, R","Salmon, Robert",Salmon,Robert,10.1177/104438947105200304|10.1177/104438947205300104|10.1177/104438947505600409|10.1177/104438948406500511|10.1300/j009v16n01_12|10.1300/j083v08n03_14,11,6,6
324,"LLOYD, GA","Lloyd, Gary A.",Lloyd,Gary A.,10.1177/104438947005100610|10.1177/104438948006101006,9,2,2
325,"LONGRES, JF","Longres, John F.",Longres,John F.,10.1080/10437797.1994.10672223|10.1080/10437797.1994.10672237|10.1080/10437797.1995.10672252|10.1080/10437797.1995.10672266|10.1080/10437797.1996.10778445|10.1080/10437797.1996.10778460|10.1080/10437797.1997.10778865|10.1080/10437797.2001.10779066|10.1080/10437797.2001.10779067|10.1086/603806|10.1093/sw/27.1.7|10.1093/sw/35.6.570|10.1093/sw/39.5.615|10.1177/104438947405500201|10.1177/104438948006100502,29,15,15
326,"MARTIN, JA","Martin, James A.",Martin,James A.,10.1086/514416,6,1,1
330,"MONAHAN, DJ","Monahan, Deborah J.",Monahan,Deborah J.,10.1300/j083v23n03_05,6,1,1
336,"PEARSON, DM","Pearson, Dorothy M.",Pearson,Dorothy M.,10.1086/643237,2,1,1
337,"PERLMAN, P","Perlman, Peter",Perlman,Peter,10.1093/hsw/20.4.314,2,1,1
339,"RAMANATHAN, CS","Ramanathan, Chathapuram S.",Ramanathan,Chathapuram S.,10.1080/10437797.1998.10778919,3,1,1
340,"ROBERTS, AR","Roberts, Albert R.",Roberts,Albert R.,10.1300/j079v32n01_03,9,1,1
345,"SIMON, BL","Simon, Barbara Levy",Simon,Barbara Levy,10.1080/10437797.1994.10672224|10.1086/604168|10.1177/104438949007100603,6,3,3
348,"TIMBERLAKE, EM","Timberlake, Elizabeth M.",Timberlake,Elizabeth M.,10.1007/bf00761559|10.1177/104438948206300203|10.1606/1044-3894.1036,10,3,3
350,"TYSON, K","Tyson, Katherine",Tyson,Katherine,10.1080/00377310409517734|10.1093/swr/18.1.61|10.1606/1044-3894.640,6,3,3
351,"WIKLER, M","Wikler, Meir",Wikler,Meir,10.1177/104438948606700207,2,1,1
361,"BIGGERSTAFF, MA","Biggerstaff, Marilyn A.",Biggerstaff,Marilyn A.,10.1177/104973159200200205|10.1177/104973159400400405|10.1177/15527581-00010001-06,5,3,3
363,"COOPER, M","Cooper, Marlene",Cooper,Marlene,10.1007/bf02190332|10.1023/a:1022866917611|10.1023/a:1025738629237|10.1093/hsw/20.4.272|10.1177/104438949307400505|10.1177/104973159200200210|10.1300/j010v31n01_01,9,7,7
366,"DANA, RH","Dana, Richard H.",Dana,Richard H.,10.1177/104973159200200208,1,1,1
367,"BEHN, JD","Behn, Joan Dayger",Behn,Joan Dayger,10.1177/104973159200200208,1,1,1
368,"GONWA, T","Gonwa, Terry",Gonwa,Terry,10.1177/104973159200200208,1,1,1
371,"FELDMAN, RA","Feldman, Ronald A.",Feldman,Ronald A.,10.1007/bf01558270|10.1080/00981380109517015|10.1080/10437797.1999.10778957|10.1086/603767|10.1086/643369|10.1093/sw/16.2.115|10.1093/sw/17.4.111|10.1177/1049731505282199|10.1177/104973159200200212|10.1300/j009v06n01_10,22,10,10
375,"KISSMAN, K","Kissman, Kris",Kissman,Kris,10.1177/002087280104400403|10.1177/0020872802045001315|10.1177/104438948806900810|10.1177/104438949107200103|10.1177/104973159200200203,6,5,5
377,"NARAYAN, J","Narayan, Jasma",Narayan,Jasma,10.1177/088610999801300102,2,1,1
382,"PILLAI, VK","Pillai, Vijayan K.",Pillai,Vijayan K.,10.1111/j.1468-2397.2006.00370.x|10.1177/0020872806063413|10.1177/104973159500500203|10.1300/j079v19n01_01,5,4,4
387,"REYNOLDS, J","Reynolds, Joanna",Reynolds,Joanna,10.1080/02650530500291278,9,1,1
388,"RICHEY, CA","Richey, Cheryl A.",Richey,Cheryl A.,10.1080/10437797.1988.10672098|10.1177/104438949107200906|10.1177/104973159200200202|10.1177/104973159900900304|10.1300/j009v06n03_07|10.1300/j079v23n03_04,10,6,6
389,"HODGES, VG","Hodges, Vanessa G.",Hodges,Vanessa G.,10.1177/104438948907000701|10.1177/104438949207300501|10.1177/1049731503257884|10.1177/104973159200200202,5,4,4
391,"SALEEBEY, D","Saleebey, Dennis",Saleebey,Dennis,10.1007/bf00761887|10.1086/643398|10.1086/644332|10.1177/104438947505600803|10.1177/104438947605700916|10.1177/104438949107200113|10.1177/104438949507600302|10.1177/104973159200200209|10.1606/1044-3894.1779,15,9,9
397,"SNOW, DJ","Snow, Doris Jean",Snow,Doris Jean,10.1177/104973159200200204,1,1,1
399,"THOMLISON, B","Thomlison, Barbara",Thomlison,Barbara,10.1177/104973150101100605|10.1177/1049731505277016|10.1177/104973159200200207,5,3,3
400,"KRYSIK, J","Krysik, Judy",Krysik,Judy,10.1080/10437797.1994.10672245|10.1093/swr/18.3.186|10.1177/104973150201200106|10.1177/104973159200200207|10.1300/j079v23n01_02,7,5,5
403,"VOURLEKIS, B","Vourlekis, Betsy",Vourlekis,Betsy,10.1177/104973159200200206|10.1177/104973159600600406,3,2,2
404,"BEMBRY, J","Bembry, James",Bembry,James,10.1177/104973159200200206|10.1177/104973159600600406,2,2,2
405,"HALL, G","Hall, Gladys",Hall,Gladys,10.1086/640375|10.1177/104973159200200206|10.1177/104973159600600406,3,3,3
406,"ROSENBLUM, P","Rosenblum, Phillip",Rosenblum,Phillip,10.1177/104973159200200206|10.1177/104973159600600406,2,2,2
409,"WONG, SE","Wong, Stephen E.",Wong,Stephen E.,10.1177/104973159200200211|10.1177/104973159600600105|10.1177/104973159900900103,3,3,3
410,"ALLEN, JA","Allen, Jo Ann",Allen,Jo Ann,10.1080/00377319209516708,5,1,1
412,"HOLLMAN, BC","Hollman, Barbara C.",Hollman,Barbara C.,10.1007/bf00754603,1,1,1
413,"BAKER, DR","Baker, Donald R.",Baker,Donald R.,10.1080/10437797.1991.10672168|10.1080/10437797.1992.10778773,4,2,2
414,"WILSON, MVK","Wilson, Martha V. K.",Wilson,Martha V. K.,10.1080/10437797.1992.10778773,1,1,1
415,"BECKER, S","Becker, Stephan",Becker,Stephan,10.1007/bf00754598,3,1,1
416,"BEHR, WA","Behr, William A.",Behr,William A.,10.1007/bf00754604,1,1,1
417,"BLAKELY, TJ","Blakely, Thomas J.",Blakely,Thomas J.,10.1080/10437797.1992.10778774,1,1,1
419,"GROSSMAN, A","Grossman, Alan",Grossman,Alan,10.1007/bf00754607,1,1,1
420,"BLEECKER, B","Bleecker, Bruce",Bleecker,Bruce,10.1007/bf00754607,1,1,1
421,"DOLBER, A","Dolber, Alan",Dolber,Alan,10.1007/bf00754607,1,1,1
422,"LIEBERMAN, JS","Lieberman, Janice S.",Lieberman,Janice S.,10.1007/bf00754607,1,1,1
424,"BOGO, M","Bogo, Marion",Bogo,Marion,10.1007/s10615-005-4944-7|10.1080/10437797.1990.10672136|10.1080/10437797.1991.10672199|10.1080/10437797.1992.10778771|10.1080/10437797.1993.10778824|10.1080/10437797.1995.10672260|10.1080/10437797.1999.10778965|10.1080/10437797.2002.10779106|10.1080/10437797.2004.10672297|10.1080/10437797.2004.10778476|10.1177/002087280104400205|10.1300/j010v21n03_01|10.1300/j010v21n03_03|10.1300/j083v10n01_02|10.5175/jswe.2006.200400447,18,15,15
425,"POWER, R","Power, Roxanne",Power,Roxanne,10.1080/10437797.1992.10778771|10.1080/10437797.2002.10779106|10.1080/10437797.2004.10672297|10.1300/j009v11n03_03,4,4,4
426,"BONKOWSKI, SE","Bonkowski, Sara E.",Bonkowski,Sara E.,10.1177/104438947906000906,2,1,1
430,"COSTELLO, EJ","Costello, E. Jane",Costello,E. Jane,10.1086/323165,2,1,1
431,"BUTLER, AC","Butler, Amy C.",Butler,Amy C.,10.1080/10437797.1992.10778757|10.1080/10437797.1993.10778816|10.1086/322206,6,3,3
432,"CHORNESKY, A","Chornesky, Alice",Chornesky,Alice,10.1080/00377319109517369|10.1080/00377319209516706,2,2,2
434,"COHEN, MB","Cohen, Marcia B.",Cohen,Marcia B.,10.1606/1044-3894.705,5,1,1
436,"COX, C","Cox, Carole",Cox,Carole,10.1300/j010v23n01_02|10.1300/j083v13n03_06|10.1300/j083v15n03_07|10.1300/j083v24n03_13,8,4,4
438,"RHODES, ML","Rhodes, Margaret L.",Rhodes,Margaret L.,10.1093/sw/30.2.101|10.1177/104438949207300105|10.1606/1044-3894.855,5,3,3
439,"DINERMAN, M","Dinerman, Miriam",Dinerman,Miriam,10.1093/sw/20.5.348|10.1300/j010v12n04_05|10.1300/j010v25n01_04|10.1300/j147v09n02_11|10.1300/j147v16n01_01,13,5,5
440,"BECKETT, JO","Beckett, Joyce O.",Beckett,Joyce O.,10.1080/00377319209516705|10.1080/00377319709517497|10.1080/00377319709517506|10.1086/643920|10.1177/104438948806900802|10.1177/104438949507600802|10.1300/j083v11n01_11,10,7,7
441,"FEDERN, E","Federn, Ernst",Federn,Ernst,10.1007/bf00754597,2,1,1
443,"PEARLINGI, B","Pearlingi, Bill",Pearlingi,Bill,10.1177/104438949107200606,2,1,1
444,"ROCHELLE, CD","Rochelle, Cherie D.",Rochelle,Cherie D.,10.1177/104438949107200606,2,1,1
445,"JORDAN, C","Jordan, Catheleen",Jordan,Catheleen,10.1080/10437797.1992.10778775|10.1177/104438949507600502,4,2,2
446,"GAETA, R","Gaeta, Rosemarie",Gaeta,Rosemarie,10.1007/bf00754608,1,1,1
447,"REES, K","Rees, Katherine",Rees,Katherine,10.1007/bf00754608,1,1,1
448,"MEERS, DR","Meers, Dale R.",Meers,Dale R.,10.1007/bf00754608|10.1080/00377318509516594|10.1086/643444,3,3,3
449,"MARANS, S","Marans, Steven",Marans,Steven,10.1007/bf00754608,1,1,1
450,"ELLIOTTNEELY, CJ","Elliott-Neely, Carla J.",Elliott-Neely,Carla J.,10.1007/bf00754608,1,1,1
451,"KING, AM","King, Alice Medine",King,Alice Medine,10.1007/bf00754608,1,1,1
453,"GOCHROS, HL","Gochros, Harvey L.",Gochros,Harvey L.,10.1086/642579|10.1093/sw/30.2.188|10.1177/104438947105200910|10.1177/104438948506600410,11,4,4
455,"SHOWERS, N","Showers, Nancy",Showers,Nancy,10.1093/hsw/20.1.5|10.1300/j010v16n04_02|10.1300/j010v22n01_02|10.1300/j010v28n02_05|10.1300/j010v28n02_06,7,5,5
456,"HUDSON, J","Hudson, Joe",Hudson,Joe,10.1086/603894|10.1086/643347|10.1093/sw/19.3.313|10.1093/swr/18.4.198|10.1177/104973159700700207|10.1606/1044-3894.1034,8,6,6
457,"NUTTER, R","Nutter, Richard",Nutter,Richard,10.1086/603894,2,1,1
458,"GALAWAY, B","Galaway, Burt",Galaway,Burt,10.1086/603894|10.1086/643084|10.1086/643347|10.1086/644581|10.1093/sw/19.3.313|10.1093/swr/18.4.198|10.1177/104973159300300403,11,7,7
459,"HUMPHREYS, NA","Humphreys, Nancy A.",Humphreys,Nancy A.,10.1080/00377319309517385|10.1177/104438948907000906,7,2,2
460,"KAHN, AJ","Kahn, Alfred J.",Kahn,Alfred J.,10.1086/324613|10.1086/514417|10.1086/514461|10.1086/603905|10.1086/640075|10.1086/640118|10.1086/640143|10.1086/641810|10.1086/643323|10.1086/643341|10.1086/643765|10.1086/644118|10.1086/644405|10.1093/sw/21.3.181|10.1093/sw/24.6.506|10.1093/sw/29.1.86-a|10.1093/sw/32.4.277|10.1177/104438946004100513|10.1177/104438946104201007|10.1177/104438948206300514|10.1177/104438949007100309,36,21,21
461,"KIRWIN, PM","Kirwin, Patricia M.",Kirwin,Patricia M.,10.1086/603848|10.1300/j083v15n03_09|10.1300/j147v17n02_07,6,3,3
462,"KRACKOW, HH","Krackow, Helen H.",Krackow,Helen H.,10.1007/bf00754606,1,1,1
463,"KRILL, DF","Krill, Donald F.",Krill,Donald F.,10.1080/00377319209516704|10.1086/641937|10.1093/sw/13.2.56|10.1177/104438946704800904|10.1177/104438946804901004,6,5,5
464,"LEUKEFELD, CG","Leukefeld, Carl G.",Leukefeld,Carl G.,10.1177/104973159300300206,3,1,1
465,"MAGEE, M","Magee, Maggie",Magee,Maggie,10.1007/bf00754602|10.1007/bf00754605|10.1007/bf02190290,4,3,3
467,"MARSH, JC","Marsh, Jeanne C.",Marsh,Jeanne C.,10.1080/10437797.1992.10778767|10.1080/10437797.1992.10779166|10.1086/643826|10.1086/644073|10.1086/644140|10.1177/104973159500500409,28,6,6
468,"MARTINEZBRAWLEY, EE","Martinez-Brawley, Emilia E.",Martinez-Brawley,Emilia E.,10.1080/10437797.1988.10671259|10.1086/603893|10.1177/104438948606700205|10.1300/j147v17n01_06,9,4,4
471,"NEWHILL, CE","Newhill, Christina E.",Newhill,Christina E.,10.1023/a:1015293428307|10.1086/603895|10.1177/104438949307400810|10.1177/1049731504267332|10.1300/j010v31n04_06|10.1606/1044-3894.958,8,6,6
472,"OHARE, T","O'Hare, Thomas",O'Hare,Thomas,10.1093/hsw/20.3.207|10.1093/sw/41.1.51|10.1177/104973159500500108|10.1177/104973159700700206,7,4,4
474,"RODWELL, MK","Rodwell, Mary K.",Rodwell,Mary K.,10.1080/10437797.1992.10778769|10.1086/644437|10.1606/1044-3894.739,5,3,3
475,"BLANKEBAKER, A","Blankebaker, Adell",Blankebaker,Adell,10.1080/10437797.1992.10778769,1,1,1
476,"ROGERS, G","Rogers, Gayla",Rogers,Gayla,10.1080/10437797.1992.10778770|10.1080/10437797.1996.10778457,4,2,2
477,"MCDONALD, L","McDonald, Lynn",McDonald,Lynn,10.1080/10437797.1992.10778770|10.1606/1044-3894.754|10.1606/1044-3894.765,4,3,3
478,"ROOT, LS","Root, Lawrence S.",Root,Lawrence S.,10.1086/643387|10.1086/643486|10.1086/643710|10.1086/644057|10.1086/644214|10.1093/sw/29.5.491-a|10.1300/j147v20n01_03,12,7,7
480,"LIVNE, S","Livne, Shula",Livne,Shula,10.1086/603896|10.1086/644281,2,2,2
481,"ROWE, CE","Rowe, Crayton E.",Rowe,Crayton E.,10.1007/bf00754599|10.1007/s10615-005-7039-6,2,2,2
482,"ROWE, F","Rowe, Florence",Rowe,Florence,10.1007/bf00754601,1,1,1
483,"RUBIN, A","Rubin, Allen",Rubin,Allen,10.1080/10437797.1986.10671744|10.1080/10437797.1992.10778768|10.1086/644316|10.1093/sw/31.5.403|10.1093/sw/32.4.317|10.1177/104438947705800909|10.1177/104973150001000201|10.1177/104973150001000501|10.1177/104973150101100402|10.1177/1049731502012005003|10.1177/1049731503257864|10.1177/104973159100100401|10.1177/104973159600600103|10.1177/104973159600600108|10.1177/104973159600600401|10.1177/104973159700700201|10.1177/104973159900900101|10.1177/104973159900900105|10.1177/104973159900900301|10.1177/104973159900900401|10.1177/104973159900900501|10.1177/104973159900900601|10.1177/15527581-00010001-04,37,23,23
485,"RUDERMAN, EG","Ruderman, Ellen G.",Ruderman,Ellen G.,10.1007/bf00754600|10.1007/s10615-005-7038-7|10.1023/a:1024084217805|10.1023/b:csow.0000017808.66488.9f,4,4,4
486,"RUSSELL, C","Russell, Carolyn",Russell,Carolyn,10.1177/1049731506286229,3,1,1
487,"SACHS, J","Sachs, Jerome",Sachs,Jerome,10.1080/00377318909516655|10.1080/00377319409517411|10.1080/00377319709517511,5,3,3
488,"SANVILLE, J","Sanville, Jean",Sanville,Jean,10.1007/bf00755568|10.1007/bf00757619|10.1007/bf01793898|10.1007/bf02142510|10.1007/bf02144935|10.1007/bf02145670|10.1007/bf02198260|10.1007/bf02321225|10.1080/00377318909516656,17,9,9
489,"SARRI, R","Sarri, Rosemary",Sarri,Rosemary,10.1086/378991|10.1086/603904|10.1086/643053,5,3,3
490,"SHERIDAN, MJ","Sheridan, Michael J.",Sheridan,Michael J.,10.1080/10437797.1992.10778772|10.1080/10437797.1994.10672246|10.1080/10437797.1999.10778952|10.1177/104438949307400703|10.1606/1044-3894.942,6,5,5
491,"BULLIS, RK","Bullis, Ronald K.",Bullis,Ronald K.,10.1080/10437797.1992.10778772|10.1177/104438949207300506,3,2,2
492,"ADCOCK, CR","Adcock, Charles R.",Adcock,Charles R.,10.1080/10437797.1992.10778772,1,1,1
493,"BERLIN, SD","Berlin, Susan D.",Berlin,Susan D.,10.1080/10437797.1992.10778772,1,1,1
494,"MILLER, PC","Miller, Pamela C.",Miller,Pamela C.,10.1080/10437797.1992.10778772,1,1,1
496,"SPERGEL, IA","Spergel, Irving A.",Spergel,Irving A.,10.1086/603899|10.1086/604070|10.1086/642927|10.1086/644188|10.1086/644351|10.1093/sw/16.2.114|10.1177/104438946905000411,12,7,7
497,"STOESZ, D","Stoesz, David",Stoesz,David,10.1080/10437797.2003.10779136|10.1086/514429|10.1086/643940|10.1177/104438948306400111|10.1300/j147v13n03_09|10.1300/j147v18n04_07|10.1606/1044-3894.1074,26,7,7
498,"STREETER, CL","Streeter, Calvin L.",Streeter,Calvin L.,10.1080/10437797.1986.10671727|10.1086/603897|10.1093/swr/18.4.239|10.1177/104973150101100503|10.1177/104973159200200107|10.1177/104973159300300302,13,6,6
499,"STUART, PH","Stuart, Paul H.",Stuart,Paul H.,10.1086/603898|10.1086/604143|10.1300/j010v25n03_03,5,3,3
500,"VIGILANTE, JL","Vigilante, Joseph L.",Vigilante,Joseph L.,10.1086/643364|10.1086/644203|10.1093/sw/17.4.3|10.1177/104438946905001009,8,4,4
502,"WEICK, A","Weick, Ann",Weick,Ann,10.1080/10437797.1992.10779165|10.1080/10437797.1992.10779167|10.1086/644436|10.1093/sw/28.6.467|10.1177/104438948106200102|10.1177/104438948806900102|10.1177/104438949507600302|10.1606/1044-3894.1212,11,8,8
508,"HOWE, D","Howe, David",Howe,David,10.1080/02650539508413984|10.1080/02650539808415131,15,2,2
514,"RABIN, C","Rabin, Claire",Rabin,Claire,10.1080/10437797.1985.10671687|10.1080/10437797.1994.10672218,4,2,2
516,"SMITH, PK","Smith, Patricia K.",Smith,Patricia K.,10.1086/515734,3,1,1
517,"TAYLOR, I","Taylor, Imogen",Taylor,Imogen,10.1080/10437797.1990.10672136,6,1,1
520,"AMANN, KR","Amann, Kenneth R.",Amann,Kenneth R.,10.1300/j010v16n03_04,1,1,1
522,"ANDERSON, JD","Anderson, Joseph D.",Anderson,Joseph D.,10.1177/104438948006100503|10.1177/104438948406500601|10.1177/104438949207300509|10.1300/j009v07n02_04,9,4,4
524,"ANTHONY, DJ","Anthony, Dominic J.",Anthony,Dominic J.,10.1177/104973159200200105,1,1,1
525,"ASAMOAH, Y","Asamoah, Yvonne",Asamoah,Yvonne,10.1080/10437797.1997.10778879|10.1300/j083v18n01_05,2,2,2
